seed,u_nn,u_theory,Y_test
10,"[0.053667061030864716, 0.05145172029733658, 0.04945793002843857, 0.04766351729631424, 0.046048544347286224, 0.04459506273269653, 0.04328693449497223, 0.042109616100788116, 0.041050024330616, 0.04009640961885452, 0.03923813998699188, 0.0384657084941864, 0.037770502269268036, 0.037144824862480164, 0.036581724882125854, 0.0360749289393425, 0.03561881184577942, 0.03520830720663071, 0.03483884781599045, 0.034506335854530334, 0.03420708328485489, 0.03393775224685669, 0.03369534760713577, 0.03347719460725784, 0.033280856907367706, 0.03310413658618927, 0.032945096492767334, 0.03280196338891983, 0.032673150300979614]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
11,"[0.053670912981033325, 0.05145254731178284, 0.04945603013038635, 0.04765918850898743, 0.04604199528694153, 0.04458653926849365, 0.04327660799026489, 0.04209768772125244, 0.04103666543960571, 0.04008173942565918, 0.03922230005264282, 0.03844881057739258, 0.0377526581287384, 0.037126123905181885, 0.03656226396560669, 0.036054790019989014, 0.035598039627075195, 0.035186976194381714, 0.034817010164260864, 0.034484028816223145, 0.03418436646461487, 0.03391468524932861, 0.033671945333480835, 0.03345349431037903, 0.0332568883895874, 0.03307992219924927, 0.03292068839073181, 0.032777339220047, 0.03264835476875305]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
12,"[0.05366440862417221, 0.0514470636844635, 0.04945145547389984, 0.04765540361404419, 0.04603896290063858, 0.044584162533283234, 0.04327484220266342, 0.04209645465016365, 0.04103590548038483, 0.040081411600112915, 0.039222367107868195, 0.038449227809906006, 0.0377533994615078, 0.03712715581059456, 0.036563534289598465, 0.0360562801361084, 0.03559974581003189, 0.03518886864185333, 0.03481907770037651, 0.03448626771569252, 0.03418673574924469, 0.03391715884208679, 0.033674538135528564, 0.03345618024468422, 0.03325966000556946, 0.03308279067277908, 0.03292360529303551, 0.03278034180402756, 0.032651402056217194]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
13,"[0.05366732180118561, 0.05145201086997986, 0.04945823550224304, 0.04766380786895752, 0.04604886472225189, 0.044595375657081604, 0.04328727722167969, 0.04210995137691498, 0.04105037450790405, 0.040096744894981384, 0.039238497614860535, 0.038466066122055054, 0.03777088224887848, 0.03714519739151001, 0.03658208250999451, 0.03607529401779175, 0.03561919927597046, 0.03520868718624115, 0.03483922779560089, 0.03450673818588257, 0.03420746326446533, 0.03393813967704773, 0.033695727586746216, 0.033477574586868286, 0.03328123688697815, 0.03310452401638031, 0.03294549882411957, 0.03280235826969147, 0.032673537731170654]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
14,"[0.053673550486564636, 0.051458001136779785, 0.04946403205394745, 0.047669440507888794, 0.046054333448410034, 0.044600725173950195, 0.043292492628097534, 0.04211506247520447, 0.04105536639690399, 0.04010164737701416, 0.03924331068992615, 0.0384708046913147, 0.03777554631233215, 0.0371498167514801, 0.03658665716648102, 0.03607982397079468, 0.03562366962432861, 0.035213127732276917, 0.034843653440475464, 0.03451111912727356, 0.034211814403533936, 0.033942461013793945, 0.03370003402233124, 0.03348185122013092, 0.033285483717918396, 0.03310877084732056, 0.03294968605041504, 0.032806575298309326, 0.03267773985862732]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
15,"[0.05366513133049011, 0.05144663155078888, 0.049449995160102844, 0.047653019428253174, 0.04603573679924011, 0.04458017647266388, 0.04327066242694855, 0.04209436476230621, 0.04103571176528931, 0.040082916617393494, 0.03922539949417114, 0.03845362365245819, 0.03775903582572937, 0.03713390231132507, 0.03657129406929016, 0.036064937710762024, 0.03560921549797058, 0.035199061036109924, 0.03482992947101593, 0.0344976931810379, 0.03419871628284454, 0.03392961621284485, 0.03368742763996124, 0.03346945345401764, 0.033273279666900635, 0.03309673070907593, 0.032937824726104736, 0.03279481828212738, 0.03266611695289612]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
16,"[0.05366790294647217, 0.05145256221294403, 0.049458786845207214, 0.047664374113082886, 0.04604940116405487, 0.044595927000045776, 0.04328779876232147, 0.04211048781871796, 0.04105091094970703, 0.04009728133678436, 0.03923901915550232, 0.038466572761535645, 0.03777138888835907, 0.0371457040309906, 0.03658260405063629, 0.03607581555843353, 0.035619691014289856, 0.03520919382572174, 0.03483973443508148, 0.034507229924201965, 0.03420796990394592, 0.033938631415367126, 0.03369623422622681, 0.03347808122634888, 0.03328174352645874, 0.0331050306558609, 0.032945990562438965, 0.032802850008010864, 0.032674044370651245]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
17,"[0.05366714298725128, 0.05145181715488434, 0.049458011984825134, 0.04766364395618439, 0.04604865610599518, 0.04459519684314728, 0.04328708350658417, 0.04210977256298065, 0.04105018079280853, 0.04009656608104706, 0.03923828899860382, 0.038465872406959534, 0.03777070343494415, 0.03714500367641449, 0.036581918597221375, 0.036075130105018616, 0.03561900556087494, 0.035208508372306824, 0.034839048981666565, 0.03450654447078705, 0.0342072993516922, 0.0339379757642746, 0.033695563673973083, 0.033477410674095154, 0.03328107297420502, 0.033104345202445984, 0.03294532001018524, 0.03280217945575714, 0.03267337381839752]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
18,"[0.05367352068424225, 0.05145789682865143, 0.04946385324001312, 0.0476691871881485, 0.04605402052402496, 0.04460032284259796, 0.04329200088977814, 0.04211454093456268, 0.04105482995510101, 0.04010109603404999, 0.03924266993999481, 0.038470134139060974, 0.03777484595775604, 0.0371491014957428, 0.03658589720726013, 0.0360790491104126, 0.035622864961624146, 0.03521232306957245, 0.03484281897544861, 0.034510284662246704, 0.03421097993850708, 0.0339415967464447, 0.0336991548538208, 0.03348098695278168, 0.03328460454940796, 0.03310786187648773, 0.032948821783065796, 0.0328056663274765, 0.032676830887794495]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
19,"[0.053669705986976624, 0.05145132541656494, 0.04945480823516846, 0.04765792191028595, 0.04604072868824005, 0.04458524286746979, 0.04327531158924103, 0.04209639132022858, 0.04103533923625946, 0.04008041322231293, 0.03922097384929657, 0.03844746947288513, 0.03775131702423096, 0.03712478280067444, 0.03656090795993805, 0.036053404211997986, 0.03559666872024536, 0.035185590386390686, 0.034815624356269836, 0.03448265790939331, 0.034182995557785034, 0.033913299441337585, 0.03367055952548981, 0.033452108502388, 0.03325548768043518, 0.03307853639125824, 0.03291928768157959, 0.03277595341205597, 0.03264695405960083]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
20,"[0.05366972088813782, 0.05145138502120972, 0.049454838037490845, 0.04765796661376953, 0.04604080319404602, 0.044585347175598145, 0.04327544569969177, 0.04209652543067932, 0.041035473346710205, 0.040080517530441284, 0.039221107959747314, 0.03844761848449707, 0.037751466035842896, 0.03712493181228638, 0.03656107187271118, 0.03605356812477112, 0.03559684753417969, 0.035185784101486206, 0.034815818071365356, 0.03448283672332764, 0.03418317437171936, 0.033913493156433105, 0.03367075324058533, 0.03345230221748352, 0.033255696296691895, 0.03307875990867615, 0.032919496297836304, 0.03277617692947388, 0.032647162675857544]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
21,"[0.05366401746869087, 0.051446333527565, 0.04945041239261627, 0.04765409231185913, 0.046037398278713226, 0.04458237439393997, 0.04327285289764404, 0.04209428280591965, 0.04103357344865799, 0.04007893055677414, 0.039219751954078674, 0.038446493446826935, 0.03775056079030037, 0.03712422028183937, 0.03656051307916641, 0.03605318069458008, 0.0355965793132782, 0.035185638815164566, 0.03481579199433327, 0.0344829261302948, 0.03418334946036339, 0.03391373157501221, 0.033671073615550995, 0.033452682197093964, 0.033256132155656815, 0.03307923302054405, 0.032920025289058685, 0.032776739448308945, 0.03264778107404709]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
22,"[0.05366675183176994, 0.0514514334499836, 0.049457646906375885, 0.047663234174251556, 0.04604826867580414, 0.044594794511795044, 0.04328667372465134, 0.04210935905575752, 0.0410497784614563, 0.04009615629911423, 0.039237894117832184, 0.0384654626250267, 0.03777026757597923, 0.03714459761977196, 0.03658149391412735, 0.036074697971343994, 0.03561858460307121, 0.0352080836892128, 0.03483863174915314, 0.03450612351298332, 0.03420686721801758, 0.03393753618001938, 0.03369513526558876, 0.033476974815130234, 0.0332806371152401, 0.03310392424464226, 0.03294488787651062, 0.032801754772663116, 0.0326729342341423]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
23,"[0.05366894602775574, 0.05145061016082764, 0.049454063177108765, 0.04765719175338745, 0.04603999853134155, 0.04458454251289368, 0.04327461123466492, 0.042095690965652466, 0.04103466868400574, 0.040079742670059204, 0.03922027349472046, 0.038446784019470215, 0.03775066137313843, 0.03712412714958191, 0.036560237407684326, 0.03605273365974426, 0.03559601306915283, 0.03518491983413696, 0.0348149836063385, 0.03448203206062317, 0.034182339906692505, 0.03391265869140625, 0.03366991877555847, 0.033451467752456665, 0.03325483202934265, 0.033077895641326904, 0.03291863203048706, 0.032775312662124634, 0.0326462984085083]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
24,"[0.05367019772529602, 0.05145186185836792, 0.049455344676971436, 0.04765850305557251, 0.046041339635849, 0.04458588361740112, 0.04327598214149475, 0.0420970618724823, 0.04103603959083557, 0.040081143379211426, 0.03922170400619507, 0.038448214530944824, 0.03775209188461304, 0.03712555766105652, 0.03656169772148132, 0.03605419397354126, 0.03559747338294983, 0.03518640995025635, 0.0348164439201355, 0.034483492374420166, 0.03418383002281189, 0.033914148807525635, 0.033671408891677856, 0.03345295786857605, 0.033256322145462036, 0.03307938575744629, 0.032920122146606445, 0.03277680277824402, 0.03264781832695007]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
