dim_hidden,seed,param_num,train_loss_bellman,test_loss_bellman,abs_rel_err_test_median,abs_rel_err_test_max,abs_rel_err_test_10_percentile,abs_rel_err_test_90_percentile
21,40,85,0.00034038411104120314,0.0003244109102524817,0.03509897366166115,0.09179909527301788,0.014780396595597267,0.07477041333913803
21,41,85,0.00019159744260832667,0.0003163380897603929,0.02720012329518795,0.07739473879337311,0.009319341741502285,0.053907860070466995
21,42,85,0.00010787601786432788,0.00011800832726294175,0.014229425229132175,0.06905771046876907,0.006108897738158703,0.05729972571134567
21,43,85,0.0002454836794640869,0.0004739314317703247,0.012296481058001518,0.04215852543711662,0.001870279316790402,0.04169130325317383
21,44,85,0.0007367061916738749,0.000872814271133393,0.03721575438976288,0.12586402893066406,0.013721229508519173,0.10942776501178741
21,45,85,0.0001692204095888883,0.00012347064330242574,0.0381106361746788,0.08351299911737442,0.0070770420134067535,0.07194924354553223
21,46,85,0.0002271034463774413,0.00037522154161706567,0.015631547197699547,0.04244263842701912,0.005358241964131594,0.03879290446639061
21,47,85,0.0005366646219044924,0.0006032120436429977,0.021062036976218224,0.10316284745931625,0.0060824076645076275,0.07284705340862274
21,48,85,0.00017473919433541596,0.00034399674041196704,0.005751436576247215,0.039325516670942307,0.001891515334136784,0.03156270086765289
21,49,85,0.0006802527932450175,0.000597880338318646,0.10858480632305145,0.16941730678081512,0.08765269815921783,0.1599123626947403
41,0,165,9.190868149744347e-05,0.00014713343989569694,0.016263440251350403,0.04024427384138107,0.004040387459099293,0.03660932183265686
41,1,165,8.226799400290474e-05,0.00011290730617474765,0.02632664330303669,0.06449893116950989,0.004914769437164068,0.051427487283945084
41,2,165,0.0001213875220855698,0.00029016280313953757,0.023476356640458107,0.05328211560845375,0.009772301651537418,0.04662379249930382
41,3,165,0.000184930584509857,0.00036255965824238956,0.02266974002122879,0.0479285754263401,0.008502776734530926,0.04351752996444702
41,4,165,0.00015225977404043078,0.0003216308250557631,0.011224159970879555,0.04469526931643486,0.0008609995129518211,0.030676674097776413
41,5,165,6.100589598645456e-05,0.00016208997112698853,0.0029470359440892935,0.027372540906071663,0.00124094367492944,0.016671277582645416
41,6,165,6.512491381727159e-05,6.716556526953354e-05,0.008476315066218376,0.01929432712495327,0.0018941115122288465,0.018905064091086388
41,7,165,0.00012927352508995682,0.00039552984526380897,0.035959288477897644,0.061393484473228455,0.03197294846177101,0.04925664886832237
41,8,165,0.0001719993306323886,0.00019185029668733478,0.021746575832366943,0.07116612046957016,0.0005995284300297499,0.058325327932834625
41,9,165,6.868925993330777e-05,9.891843365039676e-05,0.021857036277651787,0.036368828266859055,0.010781649500131607,0.030296731740236282
41,10,165,9.116026194533333e-05,0.00024280408979393542,0.019045110791921616,0.0420120470225811,0.00460879085585475,0.031754713505506516
41,11,165,4.376367724034935e-05,9.44842686294578e-05,0.022383837029337883,0.05166606605052948,0.010870019905269146,0.0389387346804142
41,12,165,0.0002618844446260482,0.00020790661801584065,0.01695535145699978,0.07571319490671158,0.007185804191976786,0.060340140014886856
41,13,165,4.809549864148721e-05,0.00014547370665241033,0.018268663436174393,0.033180803060531616,0.007629849947988987,0.02701627090573311
41,14,165,0.00011605810868786648,9.761434921529144e-05,0.03022695519030094,0.08704879879951477,0.003774752141907811,0.07156360149383545
41,15,165,0.0002831997990142554,0.0003410151111893356,0.03347739577293396,0.12594667077064514,0.005169970449060202,0.10273019969463348
41,16,165,0.00010249038314213976,0.00017211068188771605,0.011624123901128769,0.04579479992389679,0.004934288561344147,0.03913527727127075
41,17,165,0.00023452348250430077,0.00017764465883374214,0.021790174767374992,0.0676036849617958,0.0014275729190558195,0.05867946147918701
41,18,165,0.0001661685382714495,0.0001595359790371731,0.04599856957793236,0.08768551796674728,0.025082875043153763,0.0753219723701477
41,19,165,6.35027899988927e-05,0.00015185259690042585,0.01489781029522419,0.02325439266860485,0.007946973666548729,0.021457592025399208
41,20,165,0.00012374843936413527,0.00022718682885169983,0.006237463094294071,0.041123636066913605,0.0016615503700450063,0.030233271420001984
41,21,165,0.00016979238716885448,0.00036985805490985513,0.026306027546525,0.09195668995380402,0.007960811257362366,0.07023407518863678
