seed,n_params,train_loss,test_loss,k_path_nn,k_path_vfi
17,2049,3.4956375571937315e-08,8.407209861616138e-08,"[1.8046235031702813, 2.032951831817627, 2.2490458488464355, 2.434536933898926, 2.592707872390747, 2.721802234649658, 2.8424813747406006, 2.927700996398926, 3.0185658931732178, 3.0914268493652344, 3.157470941543579, 3.2126893997192383, 3.273988962173462, 3.3082640171051025, 3.3363430500030518, 3.3584256172180176, 3.389566421508789, 3.4067256450653076, 3.421356678009033, 3.4273109436035156, 3.4349379539489746, 3.4487524032592773, 3.451653480529785, 3.4665820598602295, 3.488295316696167, 3.5116422176361084, 3.539898157119751, 3.5559606552124023, 3.567903518676758]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
18,2049,6.630656912420818e-08,1.4148619698062248e-07,"[1.8046235031702813, 2.0335240364074707, 2.2505147457122803, 2.4365487098693848, 2.5947976112365723, 2.724733829498291, 2.8459267616271973, 2.9313175678253174, 3.0224761962890625, 3.0950088500976562, 3.1615517139434814, 3.217637538909912, 3.279947280883789, 3.314035177230835, 3.341531991958618, 3.3629984855651855, 3.3932547569274902, 3.4096648693084717, 3.4235551357269287, 3.428882598876953, 3.435887098312378, 3.44899845123291, 3.451289653778076, 3.46569561958313, 3.487365961074829, 3.5106890201568604, 3.538816213607788, 3.5550477504730225, 3.567232847213745]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
19,2049,3.865236067213118e-06,5.778599643235793e-07,"[1.8046235031702813, 2.0337045192718506, 2.249211311340332, 2.4338266849517822, 2.5902695655822754, 2.717571258544922, 2.8372175693511963, 2.9203100204467773, 3.009389877319336, 3.080073595046997, 3.1447222232818604, 3.1988229751586914, 3.258166790008545, 3.291581392288208, 3.3188483715057373, 3.340423107147217, 3.3701415061950684, 3.386946201324463, 3.401305913925171, 3.407357692718506, 3.4149274826049805, 3.428246021270752, 3.4311587810516357, 3.4455606937408447, 3.466369867324829, 3.4884727001190186, 3.514460802078247, 3.529998302459717, 3.541762590408325]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
20,2049,6.807449608459137e-06,5.965406671748497e-06,"[1.8046235031702813, 2.033703327178955, 2.2506372928619385, 2.436087131500244, 2.5942447185516357, 2.7237017154693604, 2.8447656631469727, 2.9290270805358887, 3.0194506645202637, 3.0906453132629395, 3.155913829803467, 3.210512399673462, 3.2722740173339844, 3.305739641189575, 3.3330626487731934, 3.3546624183654785, 3.3858580589294434, 3.4030776023864746, 3.4178948402404785, 3.423964500427246, 3.4318020343780518, 3.4460504055023193, 3.450829267501831, 3.4663076400756836, 3.489166259765625, 3.5137734413146973, 3.5432517528533936, 3.5611612796783447, 3.5750670433044434]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
21,2049,2.1693974616709966e-08,5.527073554389972e-08,"[1.8046235031702813, 2.0329794883728027, 2.2490451335906982, 2.4339044094085693, 2.591804027557373, 2.721024990081787, 2.8418779373168945, 2.927340507507324, 3.018280029296875, 3.0908615589141846, 3.157658576965332, 3.214254379272461, 3.276832342147827, 3.3111701011657715, 3.3389081954956055, 3.3606297969818115, 3.391019821166992, 3.4076173305511475, 3.4216694831848145, 3.4272067546844482, 3.4343788623809814, 3.447587013244629, 3.450100898742676, 3.46455979347229, 3.4858691692352295, 3.508965492248535, 3.5370376110076904, 3.5531280040740967, 3.565178871154785]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
22,2049,2.894950057452661e-08,6.29466754276109e-08,"[1.8046235031702813, 2.03315806388855, 2.249958038330078, 2.435349941253662, 2.5932273864746094, 2.7219951152801514, 2.842878580093384, 2.92759370803833, 3.01875638961792, 3.0912318229675293, 3.1577792167663574, 3.2137765884399414, 3.2766284942626953, 3.3110272884368896, 3.3388965129852295, 3.36075496673584, 3.3920750617980957, 3.4088985919952393, 3.4230544567108154, 3.428417921066284, 3.4354705810546875, 3.448876142501831, 3.451138973236084, 3.4659528732299805, 3.488116979598999, 3.5117955207824707, 3.5402731895446777, 3.5564804077148438, 3.5685393810272217]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
23,2049,7.65468683994186e-08,1.6891307552668877e-07,"[1.8046235031702813, 2.033686876296997, 2.2508792877197266, 2.436619997024536, 2.5955586433410645, 2.725041627883911, 2.8463244438171387, 2.9316177368164062, 3.0231103897094727, 3.096156597137451, 3.1627442836761475, 3.2183666229248047, 3.2801249027252197, 3.313377857208252, 3.340134382247925, 3.3608553409576416, 3.3909409046173096, 3.4067184925079346, 3.420069932937622, 3.4246115684509277, 3.4310302734375, 3.4441394805908203, 3.4458961486816406, 3.460660457611084, 3.482910633087158, 3.5067520141601562, 3.5353057384490967, 3.552051067352295, 3.564669609069824]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
24,2049,3.723853581050207e-08,1.655064920669247e-07,"[1.8046235031702813, 2.032958745956421, 2.248990058898926, 2.4334442615509033, 2.59181809425354, 2.7213847637176514, 2.8424062728881836, 2.928290367126465, 3.019650936126709, 3.0927302837371826, 3.159573554992676, 3.215528726577759, 3.277928352355957, 3.3124310970306396, 3.340503454208374, 3.362673044204712, 3.3935086727142334, 3.410705089569092, 3.4252986907958984, 3.4311766624450684, 3.43869686126709, 3.452357769012451, 3.455087661743164, 3.469991683959961, 3.4918599128723145, 3.515524387359619, 3.5441973209381104, 3.5606815814971924, 3.572906255722046]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
25,2049,1.2122249870571977e-07,4.7091737087612273e-07,"[1.8046235031702813, 2.034414768218994, 2.252396583557129, 2.438626527786255, 2.5985028743743896, 2.7284607887268066, 2.850262403488159, 2.936462879180908, 3.028620958328247, 3.1023216247558594, 3.1696882247924805, 3.2264630794525146, 3.2893083095550537, 3.323840856552124, 3.351928472518921, 3.373892307281494, 3.4052295684814453, 3.421961784362793, 3.4360857009887695, 3.441157102584839, 3.448106527328491, 3.4616286754608154, 3.4637110233306885, 3.4786672592163086, 3.5009608268737793, 3.524730682373047, 3.553162097930908, 3.5694081783294678, 3.581482172012329]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
26,2049,2.1405421080089582e-07,1.1722378445711001e-07,"[1.8046235031702813, 2.0338668823242188, 2.2511274814605713, 2.437077283859253, 2.5957446098327637, 2.725294351577759, 2.846665620803833, 2.9317898750305176, 3.023254871368408, 3.095529079437256, 3.1619343757629395, 3.217611789703369, 3.280150890350342, 3.3140101432800293, 3.3413705825805664, 3.362717866897583, 3.3934288024902344, 3.4097390174865723, 3.4235098361968994, 3.4283394813537598, 3.4350640773773193, 3.4483625888824463, 3.4503302574157715, 3.4651613235473633, 3.487380027770996, 3.5111584663391113, 3.539673328399658, 3.556159257888794, 3.5685296058654785]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
27,2049,6.832501497910926e-08,5.855694951151236e-08,"[1.8046235031702813, 2.0331876277923584, 2.2497904300689697, 2.4352195262908936, 2.593113422393799, 2.7222185134887695, 2.8431384563446045, 2.928083658218384, 3.01969313621521, 3.0927677154541016, 3.159379482269287, 3.2151124477386475, 3.2775046825408936, 3.311403751373291, 3.338819742202759, 3.360250234603882, 3.3910341262817383, 3.4076497554779053, 3.421740770339966, 3.4269704818725586, 3.4340052604675293, 3.4474644660949707, 3.4497318267822266, 3.464622974395752, 3.486768960952759, 3.510443925857544, 3.5387794971466064, 3.555274248123169, 3.567702293395996]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
28,2049,1.5843411915739125e-07,1.1969493129981856e-07,"[1.8046235031702813, 2.033449172973633, 2.2506039142608643, 2.436779737472534, 2.5951576232910156, 2.7247865200042725, 2.8461456298828125, 2.931502342224121, 3.0230534076690674, 3.0956814289093018, 3.161897659301758, 3.2167277336120605, 3.2783584594726562, 3.3113086223602295, 3.33788800239563, 3.3585853576660156, 3.388920783996582, 3.405031204223633, 3.4187350273132324, 3.423649787902832, 3.430457353591919, 3.4438095092773438, 3.445983648300171, 3.460899591445923, 3.4832091331481934, 3.507169485092163, 3.53592848777771, 3.552873373031616, 3.5657613277435303]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
29,2049,8.155510045071424e-08,1.817783896740366e-07,"[1.8046235031702813, 2.0338311195373535, 2.2511563301086426, 2.4371895790100098, 2.59605073928833, 2.725642204284668, 2.8469598293304443, 2.9324257373809814, 3.023683786392212, 3.096195697784424, 3.162877082824707, 3.2190444469451904, 3.2816009521484375, 3.3160033226013184, 3.343824863433838, 3.365532159805298, 3.396409273147583, 3.412996530532837, 3.42698335647583, 3.432044267654419, 3.438934564590454, 3.4522931575775146, 3.454383611679077, 3.4691901206970215, 3.4912750720977783, 3.5148611068725586, 3.543098211288452, 3.5593581199645996, 3.5714476108551025]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
30,2049,1.3316943636709766e-07,2.5784555646168883e-07,"[1.8046235031702813, 2.0337631702423096, 2.2511534690856934, 2.4370782375335693, 2.5958006381988525, 2.7252936363220215, 2.84651780128479, 2.93179988861084, 3.0232980251312256, 3.096177816390991, 3.162957191467285, 3.2190160751342773, 3.2815327644348145, 3.316416025161743, 3.3449294567108154, 3.3675637245178223, 3.3989837169647217, 3.416621446609497, 3.4316813945770264, 3.437638759613037, 3.4452626705169678, 3.459226369857788, 3.4616854190826416, 3.4768500328063965, 3.4991464614868164, 3.5227932929992676, 3.5510053634643555, 3.5669164657592773, 3.57861065864563]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
31,2049,2.11122319626611e-08,6.180786726872611e-08,"[1.8046235031702813, 2.032939910888672, 2.2487690448760986, 2.4334025382995605, 2.5915534496307373, 2.720271348953247, 2.8408937454223633, 2.9264180660247803, 3.0174694061279297, 3.0903332233428955, 3.1569671630859375, 3.212766170501709, 3.274895668029785, 3.309178113937378, 3.3369638919830322, 3.358670711517334, 3.3892507553100586, 3.40586519241333, 3.4199397563934326, 3.4254071712493896, 3.43255877494812, 3.4458603858947754, 3.4483299255371094, 3.462938070297241, 3.4845962524414062, 3.5080063343048096, 3.5363616943359375, 3.5526978969573975, 3.5649635791778564]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
32,2049,7.196139506504551e-08,1.3826101508129796e-07,"[1.8046235031702813, 2.0336101055145264, 2.250676155090332, 2.4367988109588623, 2.595567464828491, 2.725080728530884, 2.846632242202759, 2.932422161102295, 3.024007558822632, 3.0968430042266846, 3.1637651920318604, 3.2201480865478516, 3.283146858215332, 3.317575454711914, 3.345266819000244, 3.3668174743652344, 3.3976614475250244, 3.414172649383545, 3.4280776977539062, 3.4330244064331055, 3.4398043155670166, 3.4530537128448486, 3.4550061225891113, 3.4696969985961914, 3.4916460514068604, 3.515054941177368, 3.5430760383605957, 3.559086799621582, 3.5709939002990723]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
33,2049,5.4364065249501436e-08,1.2343477351350884e-07,"[1.8046235031702813, 2.033637523651123, 2.2507545948028564, 2.436619281768799, 2.5951454639434814, 2.7245447635650635, 2.845762252807617, 2.931154251098633, 3.0227694511413574, 3.0958430767059326, 3.1625115871429443, 3.2182796001434326, 3.2804818153381348, 3.314631938934326, 3.342292308807373, 3.36392879486084, 3.3948957920074463, 3.4116640090942383, 3.425926446914673, 3.431361675262451, 3.4385905265808105, 3.4522361755371094, 3.4547226428985596, 3.4697718620300293, 3.491773843765259, 3.515129804611206, 3.542928457260132, 3.558985948562622, 3.570927858352661]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
34,2049,2.87470697912795e-07,2.1577407949280314e-07,"[1.8046235031702813, 2.0336451530456543, 2.250520706176758, 2.435875654220581, 2.5943422317504883, 2.723644495010376, 2.8447024822235107, 2.929877519607544, 3.021036386489868, 3.0935938358306885, 3.160088539123535, 3.21592116355896, 3.2784459590911865, 3.3132693767547607, 3.341890573501587, 3.364734411239624, 3.3965635299682617, 3.4146111011505127, 3.4300613403320312, 3.436908483505249, 3.445272922515869, 3.4595963954925537, 3.4630815982818604, 3.478468656539917, 3.500666618347168, 3.524348020553589, 3.552535057067871, 3.569119453430176, 3.581531524658203]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
35,2049,1.5224796356960724e-07,1.882213354065243e-07,"[1.8046235031702813, 2.0334582328796387, 2.2505507469177246, 2.4363110065460205, 2.5947208404541016, 2.723939895629883, 2.844980478286743, 2.9301998615264893, 3.0217297077178955, 3.0955724716186523, 3.1630897521972656, 3.2187318801879883, 3.280750036239624, 3.3137552738189697, 3.340301990509033, 3.3608853816986084, 3.390982151031494, 3.4068355560302734, 3.420259952545166, 3.42490291595459, 3.4314517974853516, 3.4445364475250244, 3.446455955505371, 3.461108922958374, 3.483111619949341, 3.506711483001709, 3.5350284576416016, 3.551525115966797, 3.563967227935791]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
36,2049,2.2508666575049574e-07,4.138884719395719e-07,"[1.8046235031702813, 2.03446888923645, 2.2521212100982666, 2.439279317855835, 2.5990004539489746, 2.7298803329467773, 2.8522415161132812, 2.9391024112701416, 3.0312087535858154, 3.104736328125, 3.1722795963287354, 3.229055881500244, 3.2921359539031982, 3.3268582820892334, 3.3550198078155518, 3.3771607875823975, 3.4083411693573, 3.4255199432373047, 3.4401590824127197, 3.446112871170044, 3.4537365436553955, 3.4675543308258057, 3.470402240753174, 3.4855167865753174, 3.507699728012085, 3.5316014289855957, 3.5604045391082764, 3.5770585536956787, 3.5894436836242676]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
37,2049,0.5732531547546387,0.6195604205131531,"[1.8046235031702813, 0.8237958550453186, 0.7370188236236572, 0.7343173623085022, 0.734630286693573, 0.7354301810264587, 0.7347740530967712, 0.7364381551742554, 0.7350538969039917, 0.7355407476425171, 0.7352513074874878, 0.735382080078125, 0.7343031167984009, 0.7357877492904663, 0.7359805107116699, 0.7361565828323364, 0.7351974844932556, 0.7359370589256287, 0.7359798550605774, 0.7365167140960693, 0.736337423324585, 0.7357540130615234, 0.7364550828933716, 0.7354752421379089, 0.7347304821014404, 0.7343677878379822, 0.7337813377380371, 0.7343266010284424, 0.7344767451286316]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
38,2049,1.8731277862116258e-07,6.438678923359475e-08,"[1.8046235031702813, 2.0326011180877686, 2.2487502098083496, 2.433805465698242, 2.5910487174987793, 2.7197670936584473, 2.8401646614074707, 2.9247896671295166, 3.015052080154419, 3.0865859985351562, 3.152111768722534, 3.206974744796753, 3.268519878387451, 3.302180528640747, 3.3296334743499756, 3.3513286113739014, 3.3822383880615234, 3.3989310264587402, 3.413022518157959, 3.4181902408599854, 3.4251749515533447, 3.4386165142059326, 3.4407951831817627, 3.4556522369384766, 3.4777297973632812, 3.501267194747925, 3.5294063091278076, 3.5456013679504395, 3.557650089263916]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
39,2049,4.194849623218033e-08,1.379222851483064e-07,"[1.8046235031702813, 2.0333213806152344, 2.2498867511749268, 2.435020923614502, 2.593397378921509, 2.7224178314208984, 2.843520402908325, 2.9286746978759766, 3.020439386367798, 3.0940914154052734, 3.160569667816162, 3.2157959938049316, 3.2773842811584473, 3.311138153076172, 3.3383936882019043, 3.359623908996582, 3.390108585357666, 3.406437873840332, 3.420271635055542, 3.4253604412078857, 3.4322509765625, 3.4455130100250244, 3.447716474533081, 3.4624176025390625, 3.484311819076538, 3.507734537124634, 3.5358033180236816, 3.5521469116210938, 3.5644726753234863]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
