seed,param_num,train_loss,test_loss,v_nn,v_theory,w_test
0,73,9.950368529132447e-09,0.0006545443902723491,"[6.516514778137207, 6.516075134277344, 6.516080856323242, 6.516085624694824, 6.516090393066406, 6.516094207763672, 6.51609992980957, 6.516104698181152, 6.516109466552734, 6.516115188598633, 6.516119956970215, 6.5161237716674805, 6.516129493713379, 6.516134262084961, 6.516139030456543, 6.516144752502441, 6.516148567199707, 6.5161542892456055, 6.5161590576171875, 6.5161638259887695, 6.516169548034668, 6.51617431640625, 6.516179084777832, 6.516183853149414, 6.516188621520996, 6.516193389892578, 6.516199111938477, 6.516203880310059, 6.516208648681641, 6.516213417053223, 6.516218185424805, 6.516223907470703, 6.516227722167969, 6.516233444213867, 6.516238212585449, 6.516242980957031, 6.516247749328613, 6.516253471374512, 6.516258239746094, 6.516263008117676, 6.516267776489258, 6.51627254486084, 6.516278266906738, 6.51628303527832, 6.516287803649902, 6.516293525695801, 6.516297340393066, 6.516302108764648, 6.516307830810547, 6.516312599182129, 6.516317367553711, 6.516322135925293, 6.516326904296875, 6.516332626342773, 6.5163373947143555, 6.5163421630859375, 6.5163469314575195, 6.516351699829102, 6.516357421875, 6.516362190246582, 6.516366958618164, 6.516371726989746, 6.562034606933594, 6.612194061279297, 6.662353515625, 6.7125139236450195, 6.762673377990723, 6.812832832336426, 6.8687238693237305, 6.969732284545898, 7.07073974609375, 7.171747207641602, 7.2727556228637695, 7.373763084411621, 7.474771499633789, 7.575779914855957, 7.676787376403809, 7.777795791625977, 7.878803253173828, 7.979811668395996, 8.080819129943848, 8.181827545166016, 8.282835960388184, 8.383843421936035, 8.484850883483887, 8.585859298706055, 8.686867713928223, 8.787875175476074, 8.888883590698242, 8.989891052246094, 9.090900421142578, 9.19190788269043, 9.292915344238281, 9.393922805786133, 9.494930267333984, 9.595939636230469, 9.696948051452637, 9.797955513000488, 9.89896297454834, 9.999970436096191]","[6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.565656661987305, 6.6666669845581055, 6.767676830291748, 6.868686676025391, 6.969696998596191, 7.070706844329834, 7.171717166900635, 7.2727274894714355, 7.37373685836792, 7.474747180938721, 7.5757575035095215, 7.676767826080322, 7.777777671813965, 7.878787994384766, 7.979797840118408, 8.08080768585205, 8.181818008422852, 8.282828330993652, 8.383838653564453, 8.484848976135254, 8.585858345031738, 8.686868667602539, 8.78787899017334, 8.888888359069824, 8.989898681640625, 9.090909004211426, 9.19191837310791, 9.292928695678711, 9.393939018249512, 9.494949340820312, 9.595959663391113, 9.696969985961914, 9.797979354858398, 9.8989896774292, 10.0]","[0.0, 0.010101010091602802, 0.020202020183205605, 0.03030303120613098, 0.04040404036641121, 0.05050504952669144, 0.06060606241226196, 0.07070706784725189, 0.08080808073282242, 0.09090909361839294, 0.10101009905338287, 0.1111111119389534, 0.12121212482452393, 0.13131313025951385, 0.14141413569450378, 0.1515151560306549, 0.16161616146564484, 0.17171716690063477, 0.1818181872367859, 0.19191919267177582, 0.20202019810676575, 0.21212121844291687, 0.2222222238779068, 0.23232322931289673, 0.24242424964904785, 0.2525252401828766, 0.2626262605190277, 0.27272728085517883, 0.28282827138900757, 0.2929292917251587, 0.3030303120613098, 0.31313130259513855, 0.3232323229312897, 0.3333333432674408, 0.34343433380126953, 0.35353535413742065, 0.3636363744735718, 0.3737373650074005, 0.38383838534355164, 0.39393940567970276, 0.4040403962135315, 0.4141414165496826, 0.42424243688583374, 0.4343434274196625, 0.4444444477558136, 0.4545454680919647, 0.46464645862579346, 0.4747474789619446, 0.4848484992980957, 0.49494948983192444, 0.5050504803657532, 0.5151515007019043, 0.5252525210380554, 0.5353535413742065, 0.5454545617103577, 0.5555555820465088, 0.5656565427780151, 0.5757575631141663, 0.5858585834503174, 0.5959596037864685, 0.6060606241226196, 0.6161616444587708, 0.6262626051902771, 0.6363636255264282, 0.6464646458625793, 0.6565656661987305, 0.6666666865348816, 0.6767677068710327, 0.6868686676025391, 0.6969696879386902, 0.7070707082748413, 0.7171717286109924, 0.7272727489471436, 0.7373737096786499, 0.747474730014801, 0.7575757503509521, 0.7676767706871033, 0.7777777910232544, 0.7878788113594055, 0.7979797720909119, 0.808080792427063, 0.8181818127632141, 0.8282828330993652, 0.8383838534355164, 0.8484848737716675, 0.8585858345031738, 0.868686854839325, 0.8787878751754761, 0.8888888955116272, 0.8989899158477783, 0.9090909361839294, 0.9191918969154358, 0.9292929172515869, 0.939393937587738, 0.9494949579238892, 0.9595959782600403, 0.9696969985961914, 0.9797979593276978, 0.9898989796638489, 1.0]"
1,73,9.800714906305075e-09,6.748954183422029e-05,"[6.505812168121338, 6.505812644958496, 6.505813121795654, 6.505812644958496, 6.5058135986328125, 6.505813121795654, 6.505813121795654, 6.505814075469971, 6.5058135986328125, 6.505814075469971, 6.505815029144287, 6.505814552307129, 6.505815029144287, 6.505815505981445, 6.505815505981445, 6.5058159828186035, 6.505816459655762, 6.50581693649292, 6.50581693649292, 6.505817413330078, 6.505817413330078, 6.505817890167236, 6.505817890167236, 6.505817890167236, 6.505817890167236, 6.5058183670043945, 6.5058183670043945, 6.5058183670043945, 6.505819320678711, 6.505819320678711, 6.505819320678711, 6.505820274353027, 6.505820274353027, 6.505820274353027, 6.505821228027344, 6.505821228027344, 6.505821228027344, 6.505821704864502, 6.505821704864502, 6.505821704864502, 6.50582218170166, 6.50582218170166, 6.505822658538818, 6.50582218170166, 6.505823135375977, 6.505823612213135, 6.505824089050293, 6.505824089050293, 6.505824089050293, 6.505825042724609, 6.505825042724609, 6.505825042724609, 6.505825996398926, 6.505825519561768, 6.505825519561768, 6.505825519561768, 6.505826473236084, 6.505825996398926, 6.505826473236084, 6.505826950073242, 6.5058274269104, 6.507103443145752, 6.508503437042236, 6.530309677124023, 6.5702691078186035, 6.610228061676025, 6.666939735412598, 6.7679362297058105, 6.868931293487549, 6.969926357269287, 7.070922374725342, 7.17191743850708, 7.272913455963135, 7.373908042907715, 7.474903583526611, 7.575899600982666, 7.676894664764404, 7.777891159057617, 7.8788862228393555, 7.979881286621094, 8.080877304077148, 8.181872367858887, 8.282868385314941, 8.383864402770996, 8.484858512878418, 8.585853576660156, 8.686849594116211, 8.787845611572266, 8.888840675354004, 8.989836692810059, 9.090831756591797, 9.191826820373535, 9.29282283782959, 9.393818855285645, 9.494813919067383, 9.595809936523438, 9.696805000305176, 9.797800064086914, 9.898795127868652, 9.999791145324707]","[6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.565656661987305, 6.6666669845581055, 6.767676830291748, 6.868686676025391, 6.969696998596191, 7.070706844329834, 7.171717166900635, 7.2727274894714355, 7.37373685836792, 7.474747180938721, 7.5757575035095215, 7.676767826080322, 7.777777671813965, 7.878787994384766, 7.979797840118408, 8.08080768585205, 8.181818008422852, 8.282828330993652, 8.383838653564453, 8.484848976135254, 8.585858345031738, 8.686868667602539, 8.78787899017334, 8.888888359069824, 8.989898681640625, 9.090909004211426, 9.19191837310791, 9.292928695678711, 9.393939018249512, 9.494949340820312, 9.595959663391113, 9.696969985961914, 9.797979354858398, 9.8989896774292, 10.0]","[0.0, 0.010101010091602802, 0.020202020183205605, 0.03030303120613098, 0.04040404036641121, 0.05050504952669144, 0.06060606241226196, 0.07070706784725189, 0.08080808073282242, 0.09090909361839294, 0.10101009905338287, 0.1111111119389534, 0.12121212482452393, 0.13131313025951385, 0.14141413569450378, 0.1515151560306549, 0.16161616146564484, 0.17171716690063477, 0.1818181872367859, 0.19191919267177582, 0.20202019810676575, 0.21212121844291687, 0.2222222238779068, 0.23232322931289673, 0.24242424964904785, 0.2525252401828766, 0.2626262605190277, 0.27272728085517883, 0.28282827138900757, 0.2929292917251587, 0.3030303120613098, 0.31313130259513855, 0.3232323229312897, 0.3333333432674408, 0.34343433380126953, 0.35353535413742065, 0.3636363744735718, 0.3737373650074005, 0.38383838534355164, 0.39393940567970276, 0.4040403962135315, 0.4141414165496826, 0.42424243688583374, 0.4343434274196625, 0.4444444477558136, 0.4545454680919647, 0.46464645862579346, 0.4747474789619446, 0.4848484992980957, 0.49494948983192444, 0.5050504803657532, 0.5151515007019043, 0.5252525210380554, 0.5353535413742065, 0.5454545617103577, 0.5555555820465088, 0.5656565427780151, 0.5757575631141663, 0.5858585834503174, 0.5959596037864685, 0.6060606241226196, 0.6161616444587708, 0.6262626051902771, 0.6363636255264282, 0.6464646458625793, 0.6565656661987305, 0.6666666865348816, 0.6767677068710327, 0.6868686676025391, 0.6969696879386902, 0.7070707082748413, 0.7171717286109924, 0.7272727489471436, 0.7373737096786499, 0.747474730014801, 0.7575757503509521, 0.7676767706871033, 0.7777777910232544, 0.7878788113594055, 0.7979797720909119, 0.808080792427063, 0.8181818127632141, 0.8282828330993652, 0.8383838534355164, 0.8484848737716675, 0.8585858345031738, 0.868686854839325, 0.8787878751754761, 0.8888888955116272, 0.8989899158477783, 0.9090909361839294, 0.9191918969154358, 0.9292929172515869, 0.939393937587738, 0.9494949579238892, 0.9595959782600403, 0.9696969985961914, 0.9797979593276978, 0.9898989796638489, 1.0]"
2,73,9.912934473277346e-09,0.0007638926617801189,"[6.518054485321045, 6.5176191329956055, 6.517623424530029, 6.517629146575928, 6.51763391494751, 6.517638206481934, 6.517642974853516, 6.517648220062256, 6.517652988433838, 6.51765775680542, 6.517662048339844, 6.517666816711426, 6.517672061920166, 6.51767635345459, 6.51768159866333, 6.517686367034912, 6.517691135406494, 6.517695903778076, 6.517700672149658, 6.51770544052124, 6.517710208892822, 6.517714977264404, 6.517719745635986, 6.517724514007568, 6.51772928237915, 6.517734050750732, 6.5177388191223145, 6.5177435874938965, 6.517748832702637, 6.517753601074219, 6.517757892608643, 6.517763614654541, 6.517767906188965, 6.517772674560547, 6.517777919769287, 6.517782688140869, 6.517787456512451, 6.517791748046875, 6.517796993255615, 6.517801761627197, 6.517806529998779, 6.517810821533203, 6.517816066741943, 6.517820835113525, 6.517825603485107, 6.5178303718566895, 6.5178351402282715, 6.5178399085998535, 6.517845153808594, 6.517849445343018, 6.517854690551758, 6.517858982086182, 6.517864227294922, 6.517869472503662, 6.517873287200928, 6.517878532409668, 6.517882823944092, 6.517887592315674, 6.517893314361572, 6.517897605895996, 6.518047332763672, 6.518481254577637, 6.532163619995117, 6.596257209777832, 6.660350322723389, 6.72444486618042, 6.788538455963135, 6.85263204574585, 6.916726112365723, 6.980819225311279, 7.0707526206970215, 7.171760559082031, 7.272767543792725, 7.37377405166626, 7.474781513214111, 7.575788974761963, 7.6767964363098145, 7.777803897857666, 7.878810405731201, 7.9798173904418945, 8.080824851989746, 8.181832313537598, 8.28283977508545, 8.3838472366333, 8.484854698181152, 8.585861206054688, 8.686867713928223, 8.78787612915039, 8.888882637023926, 8.989891052246094, 9.090898513793945, 9.19190502166748, 9.292911529541016, 9.393918991088867, 9.494926452636719, 9.59593391418457, 9.696941375732422, 9.797947883605957, 9.898956298828125, 9.99996280670166]","[6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.565656661987305, 6.6666669845581055, 6.767676830291748, 6.868686676025391, 6.969696998596191, 7.070706844329834, 7.171717166900635, 7.2727274894714355, 7.37373685836792, 7.474747180938721, 7.5757575035095215, 7.676767826080322, 7.777777671813965, 7.878787994384766, 7.979797840118408, 8.08080768585205, 8.181818008422852, 8.282828330993652, 8.383838653564453, 8.484848976135254, 8.585858345031738, 8.686868667602539, 8.78787899017334, 8.888888359069824, 8.989898681640625, 9.090909004211426, 9.19191837310791, 9.292928695678711, 9.393939018249512, 9.494949340820312, 9.595959663391113, 9.696969985961914, 9.797979354858398, 9.8989896774292, 10.0]","[0.0, 0.010101010091602802, 0.020202020183205605, 0.03030303120613098, 0.04040404036641121, 0.05050504952669144, 0.06060606241226196, 0.07070706784725189, 0.08080808073282242, 0.09090909361839294, 0.10101009905338287, 0.1111111119389534, 0.12121212482452393, 0.13131313025951385, 0.14141413569450378, 0.1515151560306549, 0.16161616146564484, 0.17171716690063477, 0.1818181872367859, 0.19191919267177582, 0.20202019810676575, 0.21212121844291687, 0.2222222238779068, 0.23232322931289673, 0.24242424964904785, 0.2525252401828766, 0.2626262605190277, 0.27272728085517883, 0.28282827138900757, 0.2929292917251587, 0.3030303120613098, 0.31313130259513855, 0.3232323229312897, 0.3333333432674408, 0.34343433380126953, 0.35353535413742065, 0.3636363744735718, 0.3737373650074005, 0.38383838534355164, 0.39393940567970276, 0.4040403962135315, 0.4141414165496826, 0.42424243688583374, 0.4343434274196625, 0.4444444477558136, 0.4545454680919647, 0.46464645862579346, 0.4747474789619446, 0.4848484992980957, 0.49494948983192444, 0.5050504803657532, 0.5151515007019043, 0.5252525210380554, 0.5353535413742065, 0.5454545617103577, 0.5555555820465088, 0.5656565427780151, 0.5757575631141663, 0.5858585834503174, 0.5959596037864685, 0.6060606241226196, 0.6161616444587708, 0.6262626051902771, 0.6363636255264282, 0.6464646458625793, 0.6565656661987305, 0.6666666865348816, 0.6767677068710327, 0.6868686676025391, 0.6969696879386902, 0.7070707082748413, 0.7171717286109924, 0.7272727489471436, 0.7373737096786499, 0.747474730014801, 0.7575757503509521, 0.7676767706871033, 0.7777777910232544, 0.7878788113594055, 0.7979797720909119, 0.808080792427063, 0.8181818127632141, 0.8282828330993652, 0.8383838534355164, 0.8484848737716675, 0.8585858345031738, 0.868686854839325, 0.8787878751754761, 0.8888888955116272, 0.8989899158477783, 0.9090909361839294, 0.9191918969154358, 0.9292929172515869, 0.939393937587738, 0.9494949579238892, 0.9595959782600403, 0.9696969985961914, 0.9797979593276978, 0.9898989796638489, 1.0]"
3,73,9.941273582114718e-09,1.1485639333841391e-05,"[6.505128860473633, 6.504754543304443, 6.504757881164551, 6.504762649536133, 6.504766941070557, 6.5047712326049805, 6.5047760009765625, 6.504779815673828, 6.504784107208252, 6.504788398742676, 6.504793167114258, 6.504796981811523, 6.504801273345947, 6.504805564880371, 6.504809856414795, 6.504814147949219, 6.504818439483643, 6.504822254180908, 6.50482702255249, 6.504830360412598, 6.50483512878418, 6.504839897155762, 6.504843235015869, 6.504848003387451, 6.504852294921875, 6.504856586456299, 6.504860877990723, 6.504864692687988, 6.50486946105957, 6.504873752593994, 6.504878044128418, 6.504881858825684, 6.504886627197266, 6.504890441894531, 6.504895210266113, 6.504899024963379, 6.504903316497803, 6.504907608032227, 6.50491189956665, 6.504916667938232, 6.504920482635498, 6.504924774169922, 6.504929542541504, 6.5049333572387695, 6.504938125610352, 6.504941940307617, 6.504946708679199, 6.504950523376465, 6.504955291748047, 6.5049591064453125, 6.5049638748168945, 6.50496768951416, 6.504971981048584, 6.504976272583008, 6.504980564117432, 6.5049848556518555, 6.504989147186279, 6.504993438720703, 6.504997253417969, 6.505002021789551, 6.505005836486816, 6.505010604858398, 6.510857582092285, 6.522172927856445, 6.5334882736206055, 6.5658159255981445, 6.666818618774414, 6.767820358276367, 6.86882209777832, 6.96982479095459, 7.070826530456543, 7.171828269958496, 7.272830963134766, 7.373832702636719, 7.47483491897583, 7.575837135314941, 7.676839828491211, 7.777841567993164, 7.878844261169434, 7.9798455238342285, 8.08084774017334, 8.181849479675293, 8.282852172851562, 8.383854866027832, 8.484856605529785, 8.585858345031738, 8.686861038208008, 8.787862777709961, 8.88886547088623, 8.989867210388184, 9.090869903564453, 9.191871643066406, 9.292874336242676, 9.393876075744629, 9.494877815246582, 9.595879554748535, 9.696883201599121, 9.797883987426758, 9.898885726928711, 9.999889373779297]","[6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.5030131340026855, 6.565656661987305, 6.6666669845581055, 6.767676830291748, 6.868686676025391, 6.969696998596191, 7.070706844329834, 7.171717166900635, 7.2727274894714355, 7.37373685836792, 7.474747180938721, 7.5757575035095215, 7.676767826080322, 7.777777671813965, 7.878787994384766, 7.979797840118408, 8.08080768585205, 8.181818008422852, 8.282828330993652, 8.383838653564453, 8.484848976135254, 8.585858345031738, 8.686868667602539, 8.78787899017334, 8.888888359069824, 8.989898681640625, 9.090909004211426, 9.19191837310791, 9.292928695678711, 9.393939018249512, 9.494949340820312, 9.595959663391113, 9.696969985961914, 9.797979354858398, 9.8989896774292, 10.0]","[0.0, 0.010101010091602802, 0.020202020183205605, 0.03030303120613098, 0.04040404036641121, 0.05050504952669144, 0.06060606241226196, 0.07070706784725189, 0.08080808073282242, 0.09090909361839294, 0.10101009905338287, 0.1111111119389534, 0.12121212482452393, 0.13131313025951385, 0.14141413569450378, 0.1515151560306549, 0.16161616146564484, 0.17171716690063477, 0.1818181872367859, 0.19191919267177582, 0.20202019810676575, 0.21212121844291687, 0.2222222238779068, 0.23232322931289673, 0.24242424964904785, 0.2525252401828766, 0.2626262605190277, 0.27272728085517883, 0.28282827138900757, 0.2929292917251587, 0.3030303120613098, 0.31313130259513855, 0.3232323229312897, 0.3333333432674408, 0.34343433380126953, 0.35353535413742065, 0.3636363744735718, 0.3737373650074005, 0.38383838534355164, 0.39393940567970276, 0.4040403962135315, 0.4141414165496826, 0.42424243688583374, 0.4343434274196625, 0.4444444477558136, 0.4545454680919647, 0.46464645862579346, 0.4747474789619446, 0.4848484992980957, 0.49494948983192444, 0.5050504803657532, 0.5151515007019043, 0.5252525210380554, 0.5353535413742065, 0.5454545617103577, 0.5555555820465088, 0.5656565427780151, 0.5757575631141663, 0.5858585834503174, 0.5959596037864685, 0.6060606241226196, 0.6161616444587708, 0.6262626051902771, 0.6363636255264282, 0.6464646458625793, 0.6565656661987305, 0.6666666865348816, 0.6767677068710327, 0.6868686676025391, 0.6969696879386902, 0.7070707082748413, 0.7171717286109924, 0.7272727489471436, 0.7373737096786499, 0.747474730014801, 0.7575757503509521, 0.7676767706871033, 0.7777777910232544, 0.7878788113594055, 0.7979797720909119, 0.808080792427063, 0.8181818127632141, 0.8282828330993652, 0.8383838534355164, 0.8484848737716675, 0.8585858345031738, 0.868686854839325, 0.8787878751754761, 0.8888888955116272, 0.8989899158477783, 0.9090909361839294, 0.9191918969154358, 0.9292929172515869, 0.939393937587738, 0.9494949579238892, 0.9595959782600403, 0.9696969985961914, 0.9797979593276978, 0.9898989796638489, 1.0]"
