dim_hidden,seed,param_num_v,train_loss_bellman,test_loss_bellman,abs_rel_err_test_value_function_median,abs_rel_err_test_value_function_max,abs_rel_err_test_value_function_10_percentile,abs_rel_err_test_value_function_90_percentile
1,0,4,0.4307909309864044,0.36425063014030457,0.09185340255498886,0.22674275934696198,0.013157211244106293,0.19714203476905823
1,1,4,0.6111345887184143,0.5913375616073608,0.4045734703540802,0.4045734703540802,0.0574011355638504,0.4045734703540802
1,2,4,0.6111335754394531,0.5913364291191101,0.4045731723308563,0.4045731723308563,0.05740128830075264,0.4045731723308563
1,3,4,0.6111366748809814,0.5913390517234802,0.40457260608673096,0.40457260608673096,0.05740160122513771,0.40457260608673096
1,4,4,0.6111350655555725,0.5913376808166504,0.40457290410995483,0.40457290410995483,0.057401444762945175,0.40457290410995483
1,5,4,0.6111345887184143,0.5913375616073608,0.4045734703540802,0.4045734703540802,0.0574011355638504,0.4045734703540802
1,6,4,0.4307911694049835,0.36425086855888367,0.09185332804918289,0.22674275934696198,0.013157092966139317,0.197142094373703
1,7,4,0.6111347079277039,0.5913376212120056,0.40457332134246826,0.40457332134246826,0.05740121379494667,0.40457332134246826
1,8,4,0.43079107999801636,0.3642507493495941,0.09185326099395752,0.22674261033535004,0.01315703522413969,0.19714196026325226
1,9,4,0.6111345887184143,0.5913375616073608,0.4045734703540802,0.4045734703540802,0.0574011355638504,0.4045734703540802
1,10,4,0.6111347079277039,0.5913376212120056,0.40457332134246826,0.40457332134246826,0.05740121379494667,0.40457332134246826
1,11,4,0.6111351847648621,0.5913376808166504,0.4045727550983429,0.4045727550983429,0.05740152299404144,0.4045727550983429
1,12,4,0.6111347079277039,0.5913376212120056,0.40457332134246826,0.40457332134246826,0.05740121379494667,0.40457332134246826
1,13,4,0.6111366748809814,0.5913390517234802,0.40457260608673096,0.40457260608673096,0.05740160122513771,0.40457260608673096
1,14,4,0.6111345887184143,0.5913375616073608,0.4045734703540802,0.4045734703540802,0.0574011355638504,0.4045734703540802
1,15,4,0.611134946346283,0.5913376212120056,0.4045730233192444,0.4045730233192444,0.05740136653184891,0.4045730233192444
1,16,4,0.4307909309864044,0.36425071954727173,0.09185318648815155,0.226742684841156,0.01315703522413969,0.19714194536209106
1,17,4,0.43079107999801636,0.36425086855888367,0.09185318648815155,0.22674275934696198,0.013157042674720287,0.19714201986789703
1,18,4,0.6111345887184143,0.5913375616073608,0.4045734703540802,0.4045734703540802,0.0574011355638504,0.4045734703540802
1,19,4,0.4307911694049835,0.3642508387565613,0.09185311198234558,0.22674261033535004,0.013156916946172714,0.1971418857574463
1,20,4,0.611134946346283,0.5913376212120056,0.4045730233192444,0.4045730233192444,0.05740136653184891,0.4045730233192444
1,21,4,0.6111366748809814,0.5913390517234802,0.40457260608673096,0.40457260608673096,0.05740160122513771,0.40457260608673096
